x0-1,y0-1,z0-1,x1-1,y1-1,z1-1,x2-1,y2-1,z2-1,x3-1,y3-1,z3-1,x4-1,y4-1,z4-1,x5-1,y5-1,z5-1,x6-1,y6-1,z6-1,x7-1,y7-1,z7-1,x8-1,y8-1,z8-1,x9-1,y9-1,z9-1,x10-1,y10-1,z10-1,x11-1,y11-1,z11-1,x12-1,y12-1,z12-1,x13-1,y13-1,z13-1,x14-1,y14-1,z14-1,x15-1,y15-1,z15-1,x16-1,y16-1,z16-1,x17-1,y17-1,z17-1,x18-1,y18-1,z18-1,x19-1,y19-1,z19-1,x20-1,y20-1,z20-1,label
0.612868428,0.635462523,-5.62E-09,0.52505219,0.590846181,-0.040086769,0.438193202,0.488397717,-0.066853024,0.365065813,0.417790562,-0.094883516,0.307736427,0.392129034,-0.114155263,0.491113305,0.364891082,-0.020592012,0.466543734,0.280009985,-0.051199984,0.483504802,0.376402318,-0.051373273,0.496115506,0.422994465,-0.049426191,0.547303438,0.35621202,-0.028479075,0.521696746,0.28983137,-0.082414173,0.533247113,0.417182535,-0.089095302,0.542572916,0.44154492,-0.077050783,0.604399443,0.360266984,-0.043401506,0.583129525,0.306234658,-0.089386895,0.584421337,0.425933361,-0.080473758,0.593153179,0.450107068,-0.059205428,0.661809146,0.374111205,-0.064587265,0.644589484,0.31265527,-0.079629004,0.633552372,0.393389106,-0.069985926,0.6385113,0.421274215,-0.055972468,Previous
0.664188266,0.652585566,-1.50E-09,0.577099025,0.619699657,-0.063970104,0.483492851,0.511522532,-0.091952503,0.402270913,0.435297936,-0.114712916,0.338471651,0.409653038,-0.127364904,0.522256911,0.380730122,-0.026226662,0.512274265,0.291835815,-0.057941213,0.536643863,0.395096481,-0.059059776,0.542424381,0.434555233,-0.05813377,0.583901405,0.371430695,-0.02025116,0.570903122,0.297590554,-0.07567858,0.586022258,0.429994643,-0.084889866,0.582503498,0.441644996,-0.073441662,0.64209199,0.373070329,-0.024622833,0.634895921,0.312179208,-0.076405711,0.637753308,0.436921597,-0.074303389,0.63179183,0.451183289,-0.054757077,0.696027637,0.381107152,-0.036595277,0.694073737,0.318750739,-0.057830293,0.687142372,0.407252967,-0.054917339,0.680967927,0.431229472,-0.043635655,Previous
0.686092675,0.637768447,-3.95E-09,0.601223648,0.60031271,-0.051598683,0.510516346,0.501660466,-0.076332517,0.430023789,0.433956832,-0.099051699,0.372401118,0.411003351,-0.112973303,0.553165376,0.376196861,-0.016668882,0.536279023,0.298520863,-0.043974079,0.560291231,0.395348936,-0.044423494,0.568305492,0.433565736,-0.043396052,0.610605717,0.366823554,-0.01621628,0.596137583,0.300779819,-0.066826053,0.611159146,0.4239887,-0.075803019,0.609532118,0.440769106,-0.065621085,0.667141378,0.368869245,-0.024682269,0.657290936,0.313137293,-0.07050167,0.659522057,0.428499073,-0.067805104,0.655061364,0.446314692,-0.049865615,0.72017765,0.379814297,-0.039891146,0.715230346,0.319289178,-0.05735644,0.706357241,0.399694979,-0.053737994,0.700798631,0.423396081,-0.043259129,Previous
0.680057466,0.647873282,-2.43E-09,0.591904819,0.605231345,-0.054243065,0.500511765,0.505772233,-0.080562517,0.416878164,0.437070847,-0.104614541,0.356136054,0.415592998,-0.119364679,0.550509274,0.383093894,-0.018497141,0.527881742,0.29614675,-0.046836905,0.548951626,0.397292733,-0.046939533,0.558671415,0.435726732,-0.045365222,0.608906388,0.371501923,-0.017225144,0.586577833,0.301621735,-0.069656663,0.601238608,0.430378586,-0.079642728,0.605574608,0.443942457,-0.068977416,0.666631639,0.372579157,-0.02503274,0.649448633,0.313998461,-0.072444886,0.651855946,0.434017807,-0.070693791,0.65529561,0.450221211,-0.052453779,0.719217777,0.383340299,-0.03972055,0.711023569,0.316200167,-0.057111211,0.699961245,0.399236649,-0.053556975,0.699589193,0.424772382,-0.042944182,Previous
0.689455032,0.669301033,-2.08E-09,0.60060972,0.634664893,-0.059201594,0.507062316,0.5313012,-0.086285748,0.425039887,0.4582026,-0.109875731,0.361351192,0.433667898,-0.123635195,0.554903448,0.40555647,-0.019619478,0.535174131,0.316008985,-0.048862092,0.556777,0.417801559,-0.048686646,0.564406753,0.456398398,-0.046612199,0.615024567,0.393518746,-0.015667278,0.593333125,0.322174191,-0.068395272,0.609171808,0.452735901,-0.077264577,0.611324012,0.464263827,-0.065190531,0.673965931,0.392926872,-0.021586265,0.655491412,0.334497273,-0.070137911,0.659956157,0.456279248,-0.067403451,0.662103772,0.469994932,-0.047626317,0.728826642,0.400439173,-0.034868315,0.717233241,0.336508542,-0.052670538,0.709412932,0.423558056,-0.0480715,0.709855378,0.449116111,-0.035875708,Previous
0.657473147,0.636910498,-3.28E-09,0.566457152,0.605272532,-0.056881417,0.467317551,0.49998185,-0.085598163,0.382926226,0.425024867,-0.111854911,0.319090366,0.401557922,-0.128735259,0.509946823,0.363856167,-0.025234409,0.492864192,0.273284346,-0.056626521,0.517178953,0.378418505,-0.057121258,0.526632726,0.425891519,-0.055751424,0.570131242,0.350432485,-0.024974318,0.553189278,0.275223017,-0.080833144,0.569514275,0.409289032,-0.090584844,0.571334839,0.43356216,-0.07985165,0.629794955,0.349885553,-0.033839744,0.618203044,0.287398815,-0.084232934,0.623056352,0.414331049,-0.080974787,0.621813834,0.438454211,-0.061701637,0.686500669,0.358971208,-0.050092071,0.680697441,0.292275727,-0.069596738,0.673986197,0.381408155,-0.065027013,0.67086345,0.411924809,-0.053424865,Previous
0.554915249,0.632089674,-6.05E-09,0.464701265,0.594629765,-0.035707064,0.369001627,0.499024868,-0.059948578,0.287429333,0.43526569,-0.086624883,0.223203242,0.415431499,-0.105108768,0.417205065,0.375509143,-0.01505683,0.386455238,0.288406163,-0.042866994,0.407853186,0.388718456,-0.042077996,0.422419906,0.438578337,-0.03975828,0.471181393,0.359214574,-0.024610562,0.444136888,0.291137874,-0.075918391,0.462958694,0.416469395,-0.083944581,0.475344449,0.445371032,-0.073385403,0.527733743,0.357930511,-0.040533517,0.5045349,0.303833157,-0.082575604,0.512948751,0.420279771,-0.074439876,0.524186254,0.44802618,-0.05478283,0.583481908,0.366290867,-0.062563576,0.564595282,0.305219918,-0.074457869,0.558896303,0.384501964,-0.064935125,0.565588951,0.412596017,-0.051858652,Previous
0.53731966,0.627907932,-7.71E-09,0.442550808,0.585438788,-0.039687086,0.343541026,0.487480044,-0.066742726,0.259284079,0.421067923,-0.095606253,0.196117416,0.397495031,-0.115875371,0.401515543,0.362564147,-0.021829912,0.364202082,0.281316787,-0.051811066,0.386298984,0.384228647,-0.051124651,0.403969169,0.429371566,-0.048856076,0.456082791,0.347665608,-0.031344987,0.421532303,0.281731069,-0.08695738,0.440334409,0.410286486,-0.094381191,0.456198364,0.437981278,-0.082432657,0.512746692,0.348665655,-0.047715403,0.482305735,0.296081364,-0.094449647,0.489774674,0.416397512,-0.085713431,0.505296588,0.442581028,-0.064297922,0.567328751,0.36147216,-0.070370354,0.544091105,0.298769295,-0.085938491,0.536199152,0.378453255,-0.076877013,0.546601057,0.404453099,-0.063266769,Previous
0.546236932,0.63333869,-7.87E-09,0.456805587,0.594200492,-0.042344879,0.359973848,0.496930569,-0.070017271,0.277846277,0.43168956,-0.098262966,0.216308519,0.407493174,-0.11789199,0.413845211,0.372801125,-0.028120032,0.378991723,0.290712237,-0.058441985,0.400488496,0.391859353,-0.057477571,0.417010248,0.438657016,-0.054893713,0.468467176,0.358611852,-0.035129547,0.436736286,0.293854684,-0.090376735,0.45521158,0.421136737,-0.096812487,0.469414651,0.448928297,-0.084425457,0.524245262,0.359916806,-0.048685592,0.497176826,0.308427393,-0.094497316,0.503936827,0.426243514,-0.085267693,0.516333818,0.45161739,-0.063913733,0.578637242,0.372010648,-0.068602525,0.557210624,0.312006295,-0.083706282,0.549925983,0.390864402,-0.074578933,0.557689905,0.416762173,-0.060954299,Previous
0.570896268,0.650220633,-4.88E-09,0.488356233,0.611291528,-0.033240166,0.400099993,0.520226479,-0.054612879,0.323791176,0.459074676,-0.077420093,0.269840419,0.441548884,-0.09266834,0.444653243,0.406158864,-0.014810564,0.416910589,0.331404209,-0.036513962,0.439115912,0.426995993,-0.033328757,0.451220363,0.468883842,-0.030553648,0.495580465,0.394354492,-0.022247847,0.471746415,0.34006089,-0.065885022,0.487389117,0.454316199,-0.070321247,0.495124042,0.477482796,-0.059550602,0.548266292,0.396546125,-0.035207596,0.526723206,0.351352274,-0.07201729,0.531846523,0.456451893,-0.063795455,0.53915,0.478315055,-0.045539524,0.598321497,0.408301622,-0.053522341,0.582791805,0.35350889,-0.063807175,0.576021135,0.427265018,-0.054947365,0.58079505,0.452824175,-0.042980898,Previous
0.590649962,0.666438699,-5.23E-09,0.514536798,0.635777116,-0.03667682,0.429906368,0.553318083,-0.057094697,0.355710208,0.499128103,-0.077231377,0.302969635,0.487726122,-0.089702852,0.469405293,0.443986475,-0.015805189,0.441332638,0.379615068,-0.035224527,0.463612884,0.460563093,-0.031664778,0.476915509,0.492235452,-0.028785482,0.51633054,0.430027336,-0.019389607,0.489553928,0.384084642,-0.05769138,0.506585121,0.485141039,-0.06051144,0.514840782,0.497157335,-0.049802091,0.564687371,0.429218173,-0.028904712,0.543451786,0.392741024,-0.061928671,0.549476206,0.486875534,-0.054483905,0.556096554,0.497839034,-0.0375669,0.611264467,0.438065052,-0.043816675,0.596032381,0.391433239,-0.052953769,0.591078758,0.457605541,-0.045277346,0.596363723,0.474777162,-0.03441355,Previous
0.587731242,0.640706599,-3.67E-09,0.518226027,0.5959782,-0.04848589,0.44533655,0.499068797,-0.071479999,0.382741094,0.424737513,-0.091329493,0.333583087,0.390176594,-0.103267208,0.490570724,0.400229454,-0.023331055,0.482794523,0.345166445,-0.05202907,0.498394728,0.425886393,-0.055326629,0.502278268,0.449521005,-0.056400541,0.542614818,0.397744119,-0.022645146,0.529923856,0.355257452,-0.071728751,0.535781026,0.456412762,-0.079412833,0.534513295,0.457076192,-0.070832603,0.590764642,0.406814873,-0.030156387,0.586115301,0.371802837,-0.075853914,0.57987231,0.467514843,-0.072505698,0.574843287,0.469319582,-0.055871479,0.633971095,0.422327667,-0.043675452,0.636562347,0.381098688,-0.06376861,0.623809874,0.449282527,-0.060790092,0.61828512,0.461324185,-0.051490456,Previous
0.629861593,0.661955714,-2.67E-09,0.562549353,0.608095109,-0.068225361,0.493631631,0.482289433,-0.096056297,0.429575235,0.389928788,-0.116451204,0.376142979,0.346832693,-0.127765507,0.54869467,0.383462667,-0.033630308,0.557955086,0.33153069,-0.065105088,0.564083099,0.426855057,-0.069898807,0.561543226,0.447574496,-0.071771272,0.60716629,0.391164005,-0.023173619,0.610627949,0.348456472,-0.073247664,0.602799296,0.461099774,-0.082344122,0.594277024,0.455207407,-0.074674621,0.658809543,0.409347236,-0.023308255,0.66700238,0.375201166,-0.071056202,0.648418665,0.47583878,-0.071864821,0.635553837,0.471957624,-0.057208542,0.702082932,0.429915935,-0.031043859,0.717175841,0.395004898,-0.051908486,0.695545673,0.464952826,-0.05279693,0.680039406,0.470560968,-0.046024017,Previous
0.667802036,0.637848318,-5.82E-10,0.606166184,0.581698537,-0.075578861,0.554777384,0.459234625,-0.102983087,0.508697152,0.360455304,-0.119892195,0.459820509,0.313106924,-0.128070399,0.609543502,0.358223796,-0.038803864,0.643937767,0.321770579,-0.071020454,0.633302748,0.417266518,-0.0784657,0.617841005,0.44330892,-0.081744976,0.667741895,0.370903432,-0.021678632,0.695034444,0.339307815,-0.074036621,0.669904888,0.450561643,-0.088448159,0.65257746,0.449231833,-0.084458925,0.717553377,0.391179651,-0.014765784,0.74892211,0.365577132,-0.064529687,0.718492985,0.463662684,-0.070642203,0.695762157,0.465474606,-0.059308432,0.758726835,0.412880689,-0.01558751,0.7925933,0.387205154,-0.038143892,0.767174423,0.455494553,-0.04248926,0.743936777,0.464374512,-0.037865542,Previous
0.649815261,0.643910408,-1.05E-09,0.585445881,0.582296193,-0.067664921,0.529622853,0.463019073,-0.09107402,0.48079443,0.361062199,-0.1060763,0.434288561,0.31541115,-0.112222701,0.586106122,0.361732215,-0.024712155,0.60795939,0.319472283,-0.051720712,0.603412151,0.414669156,-0.055804677,0.595083773,0.437110662,-0.057609152,0.644765913,0.370936334,-0.012101713,0.662454367,0.337151229,-0.059895791,0.641938627,0.448416829,-0.072227694,0.628775716,0.444566309,-0.067032397,0.695274591,0.390264213,-0.009804534,0.720003366,0.36187008,-0.057636697,0.691094339,0.459258318,-0.064103149,0.672022343,0.457661152,-0.052993834,0.736311376,0.413348496,-0.0145591,0.767451704,0.386356026,-0.035768174,0.739435613,0.454336822,-0.040234867,0.717045486,0.461323589,-0.036088075,Previous
0.538920403,0.515990913,-4.87E-09,0.46780479,0.486918271,-0.035259049,0.398938745,0.391391963,-0.052111614,0.350919396,0.316145271,-0.068426766,0.310058713,0.279595286,-0.078330331,0.440189302,0.299631745,-0.010170004,0.426574975,0.234758556,-0.029266004,0.439813644,0.316153675,-0.027260931,0.450000376,0.355785936,-0.02474401,0.487262487,0.291073859,-0.012248183,0.473489136,0.234878123,-0.051085323,0.478384644,0.33607012,-0.058270115,0.483466417,0.362873584,-0.050662428,0.532064736,0.294400722,-0.020277284,0.521126986,0.249978885,-0.055447966,0.517677665,0.345471293,-0.052621242,0.519979358,0.373551667,-0.038563441,0.575068831,0.303658783,-0.033105321,0.565023899,0.263206482,-0.045906078,0.555821836,0.32994628,-0.041399688,0.556141436,0.355688363,-0.032291677,Previous
0.535843492,0.551847398,-2.80E-09,0.46513328,0.528961301,-0.045438509,0.388579637,0.442799389,-0.067398861,0.327883095,0.37310195,-0.086969085,0.282257497,0.335690081,-0.099534161,0.424781591,0.347762227,-0.020947983,0.407635629,0.278972447,-0.044737142,0.425872177,0.359144926,-0.044092871,0.4347772,0.395632237,-0.042004436,0.470365793,0.335585386,-0.01922843,0.454747349,0.276984185,-0.06279254,0.4677203,0.381732434,-0.06971442,0.471094698,0.403922379,-0.060367122,0.515702128,0.334300548,-0.024716394,0.504094183,0.286889732,-0.064397603,0.508510292,0.385148883,-0.061792966,0.510420322,0.405831546,-0.046359506,0.559193194,0.340344757,-0.035706576,0.550497472,0.289195091,-0.052019015,0.547039628,0.355305046,-0.048931759,0.547998607,0.377082378,-0.03977276,Previous
0.591536283,0.617642879,-1.53E-09,0.515613198,0.577675939,-0.060762111,0.43764019,0.478233993,-0.086569458,0.372894704,0.39315623,-0.105967991,0.324344933,0.346212208,-0.116815992,0.47892952,0.37398243,-0.032437675,0.473534375,0.303997636,-0.06175413,0.492505252,0.396767616,-0.0629308,0.496358901,0.429800987,-0.062247004,0.533717453,0.367169082,-0.024690211,0.528059423,0.305446327,-0.077548601,0.535400093,0.42185545,-0.087038919,0.527915478,0.434111953,-0.077791311,0.584700406,0.370843172,-0.026047267,0.586587191,0.317163229,-0.077454783,0.582296491,0.424916804,-0.078789875,0.570024669,0.437725335,-0.063010983,0.629434705,0.381777287,-0.033424146,0.637854576,0.325293034,-0.058317203,0.626584113,0.400992006,-0.059552837,0.614163518,0.422496349,-0.051890865,Previous
0.530203044,0.606414437,-4.39E-09,0.455706,0.570380807,-0.055681992,0.370835125,0.468241841,-0.0785897,0.298581243,0.387403488,-0.09644606,0.249737144,0.347549796,-0.105810918,0.410522193,0.360342741,-0.025107911,0.399050295,0.290327013,-0.050629631,0.419199586,0.384399205,-0.049911272,0.426599801,0.420470685,-0.047980938,0.466905385,0.349963248,-0.018552523,0.455473185,0.293626517,-0.067319095,0.466910273,0.411409497,-0.07582622,0.466503263,0.426449597,-0.066022485,0.519742787,0.351215273,-0.020408336,0.515681684,0.304363966,-0.066638552,0.514338493,0.411443263,-0.066734038,0.509014428,0.425663888,-0.050720315,0.566313922,0.359179944,-0.028191335,0.566140234,0.308465421,-0.047757972,0.556977808,0.38370195,-0.047193728,0.550605774,0.404277921,-0.038838279,Previous
0.512644112,0.59143734,-2.43E-09,0.432577938,0.561119139,-0.063753366,0.34440127,0.458560824,-0.093333162,0.27525121,0.374949992,-0.116615348,0.218863711,0.327484965,-0.130737647,0.383325011,0.340817273,-0.036919273,0.380903155,0.266494811,-0.070750937,0.402769029,0.363919705,-0.073638126,0.403551936,0.405277073,-0.073527738,0.441178054,0.329706341,-0.029870668,0.437990725,0.267399549,-0.08652924,0.450478673,0.392847449,-0.095560536,0.44061774,0.410642743,-0.085256264,0.493986905,0.330664784,-0.032374106,0.494884193,0.282041579,-0.085173391,0.496169746,0.395722449,-0.083910264,0.482999265,0.409950137,-0.066122025,0.541353524,0.337734878,-0.041706454,0.544912815,0.289671242,-0.065544769,0.540320754,0.36902833,-0.064611427,0.528919458,0.388147622,-0.055149458,Previous
0.522219062,0.573065519,-3.93E-09,0.441183478,0.537776768,-0.058958054,0.352478087,0.437826782,-0.087496929,0.280812442,0.356630176,-0.110620849,0.22748524,0.314692646,-0.124854475,0.393422276,0.320379645,-0.037496675,0.390838742,0.246693298,-0.070281677,0.411497533,0.343864322,-0.072191082,0.415085644,0.386420757,-0.071628787,0.451753139,0.31009841,-0.033264089,0.448635846,0.246822,-0.089322969,0.457844347,0.37090528,-0.097778857,0.4508847,0.391909063,-0.087711222,0.505381882,0.312672555,-0.037714098,0.507249951,0.260686934,-0.089960739,0.503896356,0.374214828,-0.088041179,0.491937041,0.392454207,-0.070374072,0.55292815,0.323264807,-0.048537225,0.556423306,0.272539705,-0.072667606,0.546196282,0.351638258,-0.071592696,0.534386635,0.373582661,-0.06241966,Previous
0.508019149,0.581165016,-3.41E-09,0.427532494,0.545133352,-0.06659209,0.33078742,0.448231071,-0.096331008,0.245478109,0.379164934,-0.119300254,0.185527667,0.349457622,-0.133078322,0.368591666,0.324864745,-0.039727259,0.361825675,0.253929615,-0.073329933,0.384805769,0.35229975,-0.076896064,0.386919469,0.39311105,-0.077675611,0.42816186,0.314956933,-0.031406272,0.421718597,0.255720377,-0.089149646,0.434636384,0.380498618,-0.099952154,0.426115811,0.399031818,-0.090998732,0.482029855,0.318517804,-0.032558527,0.480237126,0.270126194,-0.086447425,0.481666863,0.38231042,-0.08726792,0.469540119,0.39681673,-0.070652783,0.527649939,0.328943163,-0.04082793,0.530041277,0.277022481,-0.065377049,0.52591598,0.354385614,-0.066167504,0.516247809,0.373743415,-0.058159865,Previous
0.526721358,0.583837867,-2.18E-09,0.445841789,0.553253412,-0.072520666,0.348579526,0.459450901,-0.101913862,0.261604607,0.396298468,-0.123373032,0.200804919,0.372737825,-0.135339946,0.386513919,0.336959839,-0.036147278,0.381478727,0.265676916,-0.067404725,0.406474978,0.365244567,-0.070787422,0.408391595,0.40015465,-0.07154309,0.447091013,0.326953202,-0.023157956,0.440796733,0.267297596,-0.077181876,0.455703706,0.390713185,-0.088879399,0.446889907,0.400936723,-0.080753848,0.501521349,0.328107685,-0.020505855,0.499988496,0.277810514,-0.071123801,0.503570735,0.390594333,-0.074195251,0.492512286,0.401351571,-0.059184402,0.546946168,0.33364743,-0.025639119,0.551140249,0.281069696,-0.047542263,0.546670914,0.360085666,-0.049598932,0.535567284,0.377575874,-0.042642634,Previous
